20195_367	20195 72 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20195_20063	20195 340 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
405_253	0 258 0 0.000000 0.000000  0 0 0 0.000000 0 0.000000 0
405_256	0 257 0 0.000000 0.000000  0 0 0 0.000000 0 0.000000 0
405_254	0 262 0 0.000000 0.000000  0 0 0 0.000000 0 0.000000 0
405_235	0 547 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
405_772	0 773 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
405_264	0 268 0 0.000000 0.000000  0 0 0 0.000000 0 0.000000 0
20198_708	20198 709 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_514	20198 515 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_599	20198 563 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_643	20198 657 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_538	20198 563 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_180	20198 182 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_595	20198 591 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_597	20198 587 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_422	20198 423 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_421	20198 423 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_432	20198 35 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_541	20198 599 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_575	20198 595 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_144	20198 146 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_713	20198 716 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_67	20198 239 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_189	20198 191 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_183	20198 184 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_764	20198 765 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_124	20198 20203 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_242	20198 224 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_576	20198 597 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_539	20198 563 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_562	20198 565 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_596	20198 587 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_121	20198 123 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20198_31	20198 35 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
524_-1_LA	236 0 0 0.000000 0.000000 0 0 0 1 0.025000 20062 0.000000 0
524_-1	524 0 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
669_672_LT	669 673 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
669_672	669 672 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
669_663_LT	669 665 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
669_663	669 663 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
669_671	669 672 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
669_662_LT	669 664 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
669_662	669 662 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_783	394 127 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_388	394 388 0 0.000000 0.000000 0 1  0 0.000000 0 0.000000 0
394_412_LT	394 513 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_753	394 127 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_154	394 754 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_156	394 756 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_155	394 757 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_251	394 252 0 0.000000 0.000000 0 0 0 0 0.000000 0 0.000000 0
394_659	394 660 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_672_LT	394 671 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_672	394 672 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_235	394 382 0 0.000000 0.000000 0 0  0 0.000000 0 0.000000 0
394_754	394 755 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_756	394 758 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_757	394 759 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_663	394 663 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_623	394 625 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
394_389	394 393 0 0.000000 0.000000 0 0 0 0 0.000000 0 0.000000 0
394_396	394 399 0 0.000000 0.000000 0 0 0 0 0.000000 0 0.000000 0
394_216	394 217 0 0.000000 0.000000 0 0 0 0 0.000000 0 0.000000 0
394_214	394 215 0 0.000000 0.000000 0 0 0 0 0.000000 0 0.000000 0
394_228	394 229 0 0.000000 0.000000 0 0 0 0 0.000000 0 0.000000 0
394_512	394 511 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_673	394 672 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_670	394 672 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_209	394 210 0 0.000000 0.000000 0 0  0 0.000000 0 0.000000 0
394_392	394 393 0 0.000000 0.000000 0 0 0 0 0.000000 0 0.000000 0
394_511_LT	394 513 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
394_662	394 662 0 0.000000 0.000000 0 1 0 1 0.000000 0 0.000000 0
20197_20123	20197 20188 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20197_20193	20197 20192 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20197_698	20197 701 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20197_697	20197 700 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20197_699	20197 702 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20197_689	20197 692 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.000000 0
20197_20145	20197 20155 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20154
20197_20147	20197 20151 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20150
20197_20149	20197 20163 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20162
20197_20151	20197 20145 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20144
20197_20153	20197 20149 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20148
20197_20155	20197 20153 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20152
20197_20157	20197 20147 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20146
20197_20159	20197 20157 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20156
20197_20163	20197 20161 0 0.000000 0.000000 0 0 0 1 0.000000 0 0.150000 20160
